year	tipologia	fondo	segnatura	holder	ark	container
1891	Matrimoni, pubblicazioni	Stato civile italiano	8009	Catania	an_ua80801	
1891	Matrimoni, pubblicazioni	Stato civile italiano	8229	Catania	an_ua19994574	
1891	Matrimoni, pubblicazioni allegati	Stato civile italiano	8131	Catania	an_ua80771	
1891	Morti	Stato civile italiano	8066	Catania	an_ua80881	
1891	Morti	Stato civile italiano	8274	Catania	an_ua19994625	
1891	Morti, allegati	Stato civile italiano	8175	Catania	an_ua80851	
1891	Nati	Stato civile italiano	7980	Catania	an_ua80939	
1891	Nati	Stato civile italiano	8212	Catania	an_ua19994654	
1891	Nati, allegati	Stato civile italiano	8110	Catania	an_ua80901	
1892	Cittadinanze	Stato civile italiano	8092	Catania	an_ua80723	
1892	Matrimoni	Stato civile italiano	8038	Catania	an_ua80831	
1892	Matrimoni	Stato civile italiano	8248	Catania	an_ua19994594	
1892	Matrimoni, allegati	Stato civile italiano	8156	Catania	an_ua80750	
1892	Matrimoni, allegati	Stato civile italiano	8305	Catania	an_ua19994541	
1892	Matrimoni, pubblicazioni	Stato civile italiano	8010	Catania	an_ua80802	
1892	Matrimoni, pubblicazioni	Stato civile italiano	8230	Catania	an_ua19994575	
1892	Matrimoni, pubblicazioni allegati	Stato civile italiano	8132	Catania	an_ua80772	
1892	Matrimoni, pubblicazioni allegati	Stato civile italiano	8290	Catania	an_ua19994557	
1892	Morti	Stato civile italiano	8067	Catania	an_ua80882	
1892	Morti	Stato civile italiano	8275	Catania	an_ua19994626	
1892	Morti, allegati	Stato civile italiano	8176	Catania	an_ua80852	
1892	Nati	Stato civile italiano	7981	Catania	an_ua80940	
1892	Nati	Stato civile italiano	8213	Catania	an_ua19994655	
1892	Nati, allegati	Stato civile italiano	8111	Catania	an_ua80902	
1893	Cittadinanze	Stato civile italiano	8093	Catania	an_ua80724	
1893	Cittadinanze, allegati	Stato civile italiano	8188	Catania	an_ua80698	
1893	Matrimoni	Stato civile italiano	8039	Catania	an_ua80832	
1893	Matrimoni	Stato civile italiano	8249	Catania	an_ua19994595	
1893	Matrimoni, allegati	Stato civile italiano	8157	Catania	an_ua80751	
1893	Matrimoni, allegati	Stato civile italiano	8306	Catania	an_ua19994543	
1893	Matrimoni, allegati	Stato civile italiano	8306, cont.	Catania	an_ua19994542	
1893	Matrimoni, pubblicazioni	Stato civile italiano	8011	Catania	an_ua80803	
1893	Matrimoni, pubblicazioni	Stato civile italiano	8231	Catania	an_ua19994576	
1893	Matrimoni, pubblicazioni allegati	Stato civile italiano	8133	Catania	an_ua80773	
1893	Matrimoni, pubblicazioni allegati	Stato civile italiano	8291	Catania	an_ua19994558	
1893	Morti	Stato civile italiano	8068	Catania	an_ua80883	
1893	Morti	Stato civile italiano	8276	Catania	an_ua19994627	
1893	Morti, allegati	Stato civile italiano	8177	Catania	an_ua80853	
1893	Nati	Stato civile italiano	7982	Catania	an_ua80941	
1893	Nati	Stato civile italiano	8214	Catania	an_ua19994656	
1893	Nati, allegati	Stato civile italiano	8112	Catania	an_ua80903	
