year	tipologia	fondo	segnatura	holder	ark	container
1878	Cittadinanze	Stato civile italiano	8877	Catania	an_ua81585	
1878	Matrimoni	Stato civile italiano	8820	Catania	an_ua81693	
1878	Matrimoni, allegati	Stato civile italiano	8926	Catania	an_ua81610	
1878	Matrimoni, pubblicazioni	Stato civile italiano	8792	Catania	an_ua81664	
1878	Matrimoni, pubblicazioni allegati	Stato civile italiano	8902	Catania	an_ua81635	
1878	Morti	Stato civile italiano	8849	Catania	an_ua81725	
1878	Nati	Stato civile italiano	8764	Catania	an_ua81757	
1879	Cittadinanze	Stato civile italiano	8878	Catania	an_ua81586	
1879	Matrimoni	Stato civile italiano	8821	Catania	an_ua81694	
1879	Matrimoni, allegati	Stato civile italiano	8927	Catania	an_ua81611	
1879	Matrimoni, pubblicazioni	Stato civile italiano	8793	Catania	an_ua81665	
1879	Matrimoni, pubblicazioni allegati	Stato civile italiano	8903	Catania	an_ua81636	
1879	Morti	Stato civile italiano	8850	Catania	an_ua81726	
1879	Nati	Stato civile italiano	8765	Catania	an_ua81758	
1880	Cittadinanze	Stato civile italiano	8879	Catania	an_ua81587	
1880	Matrimoni	Stato civile italiano	8822	Catania	an_ua81695	
1880	Matrimoni, allegati	Stato civile italiano	8928	Catania	an_ua81612	
1880	Matrimoni, pubblicazioni	Stato civile italiano	8794	Catania	an_ua81666	
1880	Matrimoni, pubblicazioni allegati	Stato civile italiano	8904	Catania	an_ua81637	
1880	Morti	Stato civile italiano	8851	Catania	an_ua81727	
1880	Morti, allegati	Stato civile italiano	8942	Catania	an_ua81711	
1880	Nati	Stato civile italiano	8766	Catania	an_ua81759	
1881	Cittadinanze	Stato civile italiano	8880	Catania	an_ua81588	
1881	Matrimoni	Stato civile italiano	8823	Catania	an_ua81696	
1881	Matrimoni, allegati	Stato civile italiano	8929	Catania	an_ua81613	
1881	Matrimoni, pubblicazioni	Stato civile italiano	8795	Catania	an_ua81667	
1881	Matrimoni, pubblicazioni allegati	Stato civile italiano	8905	Catania	an_ua81638	
1881	Morti	Stato civile italiano	8852	Catania	an_ua81728	
1881	Nati	Stato civile italiano	8767	Catania	an_ua81760	
1882	Cittadinanze	Stato civile italiano	8881	Catania	an_ua81589	
1882	Matrimoni	Stato civile italiano	8824	Catania	an_ua81697	
1882	Matrimoni, allegati	Stato civile italiano	8930	Catania	an_ua81614	
1882	Matrimoni, pubblicazioni	Stato civile italiano	8796	Catania	an_ua81668	
1882	Matrimoni, pubblicazioni allegati	Stato civile italiano	8906	Catania	an_ua81639	
1882	Morti	Stato civile italiano	8853	Catania	an_ua81729	
1882	Nati	Stato civile italiano	8768	Catania	an_ua81761	
1883	Cittadinanze	Stato civile italiano	8882	Catania	an_ua81590	
1883	Matrimoni	Stato civile italiano	8825	Catania	an_ua81698	
1883	Matrimoni, allegati	Stato civile italiano	8931	Catania	an_ua81615	
1883	Matrimoni, pubblicazioni	Stato civile italiano	8797	Catania	an_ua81669	
1883	Matrimoni, pubblicazioni allegati	Stato civile italiano	8907	Catania	an_ua81640	
1883	Morti	Stato civile italiano	8854	Catania	an_ua81730	
1883	Nati	Stato civile italiano	8769	Catania	an_ua81762	
1884	Cittadinanze	Stato civile italiano	8883	Catania	an_ua81591	
1884	Matrimoni	Stato civile italiano	8826	Catania	an_ua81699	
1884	Matrimoni, allegati	Stato civile italiano	8932	Catania	an_ua81616	
1884	Matrimoni, pubblicazioni	Stato civile italiano	8798	Catania	an_ua81670	
1884	Matrimoni, pubblicazioni allegati	Stato civile italiano	8908	Catania	an_ua81641	
1884	Morti	Stato civile italiano	8855	Catania	an_ua81731	
1884	Nati	Stato civile italiano	8770	Catania	an_ua81763	
1885	Cittadinanze	Stato civile italiano	8884	Catania	an_ua81592	
1885	Matrimoni	Stato civile italiano	8827	Catania	an_ua81700	
1885	Matrimoni, allegati	Stato civile italiano	8933	Catania	an_ua81617	
1885	Matrimoni, pubblicazioni	Stato civile italiano	8799	Catania	an_ua81671	
1885	Matrimoni, pubblicazioni allegati	Stato civile italiano	8909	Catania	an_ua81642	
1885	Morti	Stato civile italiano	8856	Catania	an_ua81732	
1885	Nati	Stato civile italiano	8771	Catania	an_ua81764	
1886	Cittadinanze	Stato civile italiano	8885	Catania	an_ua81593	
1886	Matrimoni	Stato civile italiano	8828	Catania	an_ua81701	
1886	Matrimoni, allegati	Stato civile italiano	8934	Catania	an_ua81618	
1886	Matrimoni, pubblicazioni	Stato civile italiano	8800	Catania	an_ua81672	
1886	Matrimoni, pubblicazioni allegati	Stato civile italiano	8910	Catania	an_ua81643	
1886	Morti	Stato civile italiano	8857	Catania	an_ua81733	
1886	Nati	Stato civile italiano	8772	Catania	an_ua81765	
1887	Cittadinanze	Stato civile italiano	8886	Catania	an_ua81594	
1887	Matrimoni	Stato civile italiano	8829	Catania	an_ua81702	
1887	Matrimoni, allegati	Stato civile italiano	8935	Catania	an_ua81619	
1887	Matrimoni, pubblicazioni	Stato civile italiano	8801	Catania	an_ua81673	
1887	Matrimoni, pubblicazioni allegati	Stato civile italiano	8911	Catania	an_ua81644	
1887	Morti	Stato civile italiano	8858	Catania	an_ua81734	
1887	Nati	Stato civile italiano	8773	Catania	an_ua81766	
1888	Cittadinanze	Stato civile italiano	8887	Catania	an_ua81595	
1888	Matrimoni	Stato civile italiano	8830	Catania	an_ua81703	
1888	Matrimoni	Stato civile italiano	8831, suppl. 2	Catania	an_ua81704	
1888	Matrimoni, allegati	Stato civile italiano	8936	Catania	an_ua81620	
1888	Matrimoni, pubblicazioni	Stato civile italiano	8802	Catania	an_ua81674	
1888	Matrimoni, pubblicazioni allegati	Stato civile italiano	8912	Catania	an_ua81645	
1888	Morti	Stato civile italiano	8859	Catania	an_ua81735	
1888	Nati	Stato civile italiano	8774	Catania	an_ua81767	
1889	Cittadinanze	Stato civile italiano	8888	Catania	an_ua81596	
1889	Matrimoni	Stato civile italiano	8832	Catania	an_ua81705	
1889	Matrimoni, allegati	Stato civile italiano	8937	Catania	an_ua81621	
1889	Matrimoni, pubblicazioni	Stato civile italiano	8803	Catania	an_ua81675	
1889	Matrimoni, pubblicazioni allegati	Stato civile italiano	8913	Catania	an_ua81646	
1889	Morti	Stato civile italiano	8860	Catania	an_ua81736	
1889	Nati	Stato civile italiano	8775	Catania	an_ua81768	
1890	Cittadinanze	Stato civile italiano	8889	Catania	an_ua81597	
1890	Matrimoni	Stato civile italiano	8833	Catania	an_ua81706	
1890	Matrimoni, allegati	Stato civile italiano	8938	Catania	an_ua81622	
1890	Matrimoni, pubblicazioni	Stato civile italiano	8804	Catania	an_ua81676	
1890	Matrimoni, pubblicazioni allegati	Stato civile italiano	8914	Catania	an_ua81647	
1890	Morti	Stato civile italiano	8861	Catania	an_ua81737	
1890	Nati	Stato civile italiano	8776	Catania	an_ua81769	
1891	Cittadinanze	Stato civile italiano	8890	Catania	an_ua81598	
1891	Matrimoni	Stato civile italiano	8834	Catania	an_ua81707	
1891	Matrimoni, allegati	Stato civile italiano	8939	Catania	an_ua81623	
1891	Matrimoni, pubblicazioni	Stato civile italiano	8805	Catania	an_ua81677	
1891	Matrimoni, pubblicazioni allegati	Stato civile italiano	8915	Catania	an_ua81648	
1891	Morti	Stato civile italiano	8862, cont.	Catania	an_ua81738	
1891	Morti	Stato civile italiano	8862	Catania	an_ua81739	
1891	Nati	Stato civile italiano	8777	Catania	an_ua81770	
1892	Cittadinanze	Stato civile italiano	8891	Catania	an_ua81599	
1892	Matrimoni	Stato civile italiano	8835	Catania	an_ua81708	
1892	Matrimoni, allegati	Stato civile italiano	8940	Catania	an_ua81624	
1892	Matrimoni, pubblicazioni	Stato civile italiano	8806	Catania	an_ua81678	
1892	Matrimoni, pubblicazioni allegati	Stato civile italiano	8916	Catania	an_ua81649	
1892	Morti	Stato civile italiano	8863	Catania	an_ua81740	
1892	Nati	Stato civile italiano	8778	Catania	an_ua81771	
1893	Cittadinanze	Stato civile italiano	8892	Catania	an_ua81600	
1893	Matrimoni	Stato civile italiano	8836	Catania	an_ua81709	
1893	Matrimoni, allegati	Stato civile italiano	8941	Catania	an_ua81625	
1893	Matrimoni, pubblicazioni	Stato civile italiano	8807	Catania	an_ua81679	
1893	Matrimoni, pubblicazioni allegati	Stato civile italiano	8917	Catania	an_ua81650	
1893	Morti	Stato civile italiano	8864	Catania	an_ua81741	
1893	Nati	Stato civile italiano	8779	Catania	an_ua81772	
